,FC_measure,band,frm,to,r
822,aec,2-theta,FC_subj09,FC_subj03,0.6091355462639229
823,plv,2-theta,FC_subj09,FC_subj03,0.6599297097075896
824,aec,3-alfa,FC_subj09,FC_subj03,0.620790303575333
825,plv,3-alfa,FC_subj09,FC_subj03,0.6221243406885999
826,aec,4-beta,FC_subj09,FC_subj03,0.4892549540217882
827,plv,4-beta,FC_subj09,FC_subj03,0.6610838266214031
828,aec,5-gamma,FC_subj09,FC_subj03,0.653502685206252
829,plv,5-gamma,FC_subj09,FC_subj03,0.6730849121020277
830,aec,1-delta,FC_subj09,FC_subj04,0.5878143311349161
831,plv,1-delta,FC_subj09,FC_subj04,0.6750536320000317
832,aec,2-theta,FC_subj09,FC_subj04,0.595419788835469
833,plv,2-theta,FC_subj09,FC_subj04,0.6811859087873015
834,aec,3-alfa,FC_subj09,FC_subj04,0.5388911090836161
835,plv,3-alfa,FC_subj09,FC_subj04,0.6674626060030507
836,aec,4-beta,FC_subj09,FC_subj04,0.5965376912542611
837,plv,4-beta,FC_subj09,FC_subj04,0.6942213283219524
838,aec,5-gamma,FC_subj09,FC_subj04,0.6481407048825494
839,plv,5-gamma,FC_subj09,FC_subj04,0.6884219937327422
840,aec,1-delta,FC_subj09,FC_subj05,0.6412817554603818
841,plv,1-delta,FC_subj09,FC_subj05,0.7290528174113852
842,aec,2-theta,FC_subj09,FC_subj05,0.6204758856707442
843,plv,2-theta,FC_subj09,FC_subj05,0.7373707783687193
844,aec,3-alfa,FC_subj09,FC_subj05,0.6496352667687659
845,plv,3-alfa,FC_subj09,FC_subj05,0.7202227614247342
846,aec,4-beta,FC_subj09,FC_subj05,0.6065696658136673
847,plv,4-beta,FC_subj09,FC_subj05,0.719171934546719
848,aec,5-gamma,FC_subj09,FC_subj05,0.6798102000341538
849,plv,5-gamma,FC_subj09,FC_subj05,0.7203894301222816
850,aec,1-delta,FC_subj09,FC_subj06,0.6532233550549722
851,plv,1-delta,FC_subj09,FC_subj06,0.7298419344474824
852,aec,2-theta,FC_subj09,FC_subj06,0.6569343290008516
853,plv,2-theta,FC_subj09,FC_subj06,0.7578890079111215
854,aec,3-alfa,FC_subj09,FC_subj06,0.6168785486910866
855,plv,3-alfa,FC_subj09,FC_subj06,0.718456514634924
856,aec,4-beta,FC_subj09,FC_subj06,0.6576353001558745
857,plv,4-beta,FC_subj09,FC_subj06,0.7385647868881868
858,aec,5-gamma,FC_subj09,FC_subj06,0.6831095311317221
859,plv,5-gamma,FC_subj09,FC_subj06,0.7536725082163688
860,aec,1-delta,FC_subj09,FC_subj07,0.68770661925476
861,plv,1-delta,FC_subj09,FC_subj07,0.7805780157326372
862,aec,2-theta,FC_subj09,FC_subj07,0.688592115140679
863,plv,2-theta,FC_subj09,FC_subj07,0.7885587741709811
864,aec,3-alfa,FC_subj09,FC_subj07,0.6619793352526177
865,plv,3-alfa,FC_subj09,FC_subj07,0.7430876153990219
866,aec,4-beta,FC_subj09,FC_subj07,0.6472187386280671
867,plv,4-beta,FC_subj09,FC_subj07,0.7758629561327955
868,aec,5-gamma,FC_subj09,FC_subj07,0.7219851883409
869,plv,5-gamma,FC_subj09,FC_subj07,0.7745735187948206
870,aec,1-delta,FC_subj09,FC_subj08,0.5554027360115763
871,plv,1-delta,FC_subj09,FC_subj08,0.6287499842677441
872,aec,2-theta,FC_subj09,FC_subj08,0.5461248932408678
873,plv,2-theta,FC_subj09,FC_subj08,0.6175668323065432
874,aec,3-alfa,FC_subj09,FC_subj08,0.5511846250764298
875,plv,3-alfa,FC_subj09,FC_subj08,0.5758474542130116
876,aec,4-beta,FC_subj09,FC_subj08,0.6188595196347574
877,plv,4-beta,FC_subj09,FC_subj08,0.6176950978652879
878,aec,5-gamma,FC_subj09,FC_subj08,0.631305092279541
879,plv,5-gamma,FC_subj09,FC_subj08,0.6249163555858437
880,aec,1-delta,FC_subj09,FC_subj09,0.9999999999999998
881,plv,1-delta,FC_subj09,FC_subj09,1.0
882,aec,2-theta,FC_subj09,FC_subj09,0.9999999999999998
883,plv,2-theta,FC_subj09,FC_subj09,0.9999999999999998
884,aec,3-alfa,FC_subj09,FC_subj09,1.0
885,plv,3-alfa,FC_subj09,FC_subj09,1.0
886,aec,4-beta,FC_subj09,FC_subj09,1.0
887,plv,4-beta,FC_subj09,FC_subj09,1.0
888,aec,5-gamma,FC_subj09,FC_subj09,1.0
889,plv,5-gamma,FC_subj09,FC_subj09,1.0
890,aec,1-delta,FC_subj09,FC_subj10,0.6347682084386542
891,plv,1-delta,FC_subj09,FC_subj10,0.7557734519221192
892,aec,2-theta,FC_subj09,FC_subj10,0.6996252967554571
893,plv,2-theta,FC_subj09,FC_subj10,0.764541292604241
894,aec,3-alfa,FC_subj09,FC_subj10,0.6583476964794738
895,plv,3-alfa,FC_subj09,FC_subj10,0.7320764798273367
896,aec,4-beta,FC_subj09,FC_subj10,0.6701228008351775
897,plv,4-beta,FC_subj09,FC_subj10,0.7529033963536419
898,aec,5-gamma,FC_subj09,FC_subj10,0.7080356230664517
899,plv,5-gamma,FC_subj09,FC_subj10,0.7419200620507206
900,aec,1-delta,FC_subj10,.1973WilsonCowan,-0.026731862654803536
901,plv,1-delta,FC_subj10,.1973WilsonCowan,0.026867859702088936
902,aec,2-theta,FC_subj10,.1973WilsonCowan,0.02008048631339805
903,plv,2-theta,FC_subj10,.1973WilsonCowan,0.1085692251079689
904,aec,3-alfa,FC_subj10,.1973WilsonCowan,0.03883629151335701
905,plv,3-alfa,FC_subj10,.1973WilsonCowan,0.17651438991448523
906,aec,4-beta,FC_subj10,.1973WilsonCowan,0.061134119238398205
907,plv,4-beta,FC_subj10,.1973WilsonCowan,0.1336411066612913
908,aec,5-gamma,FC_subj10,.1973WilsonCowan,0.037973452164138485
909,plv,5-gamma,FC_subj10,.1973WilsonCowan,0.03529343020351008
910,aec,1-delta,FC_subj10,FC_subj02,0.7002145724796277
911,plv,1-delta,FC_subj10,FC_subj02,0.7565573369123513
912,aec,2-theta,FC_subj10,FC_subj02,0.6523907449713316
913,plv,2-theta,FC_subj10,FC_subj02,0.7759701863684894
914,aec,3-alfa,FC_subj10,FC_subj02,0.6105422592146114
915,plv,3-alfa,FC_subj10,FC_subj02,0.7447033949137973
916,aec,4-beta,FC_subj10,FC_subj02,0.5710765784135196
917,plv,4-beta,FC_subj10,FC_subj02,0.7568180583707927
918,aec,5-gamma,FC_subj10,FC_subj02,0.657562379732432
919,plv,5-gamma,FC_subj10,FC_subj02,0.753738128480393
920,aec,1-delta,FC_subj10,FC_subj03,0.61871068831571
921,plv,1-delta,FC_subj10,FC_subj03,0.7195351363793256
922,aec,2-theta,FC_subj10,FC_subj03,0.6628580814590052
923,plv,2-theta,FC_subj10,FC_subj03,0.7453490422834487
924,aec,3-alfa,FC_subj10,FC_subj03,0.6671178509567879
925,plv,3-alfa,FC_subj10,FC_subj03,0.7285431570533223
926,aec,4-beta,FC_subj10,FC_subj03,0.518164023640691
927,plv,4-beta,FC_subj10,FC_subj03,0.7475476217873778
928,aec,5-gamma,FC_subj10,FC_subj03,0.6818768961043664
929,plv,5-gamma,FC_subj10,FC_subj03,0.7308333040127604
930,aec,1-delta,FC_subj10,FC_subj04,0.6299063807647676
931,plv,1-delta,FC_subj10,FC_subj04,0.7209568255226686
932,aec,2-theta,FC_subj10,FC_subj04,0.6402963928678731
933,plv,2-theta,FC_subj10,FC_subj04,0.7380648111815683
934,aec,3-alfa,FC_subj10,FC_subj04,0.5813217975419959
935,plv,3-alfa,FC_subj10,FC_subj04,0.7226650099877657
936,aec,4-beta,FC_subj10,FC_subj04,0.6246738538459572
937,plv,4-beta,FC_subj10,FC_subj04,0.7528369143633866
938,aec,5-gamma,FC_subj10,FC_subj04,0.6720167832203555
939,plv,5-gamma,FC_subj10,FC_subj04,0.7509384884412836
940,aec,1-delta,FC_subj10,FC_subj05,0.6167275060980405
941,plv,1-delta,FC_subj10,FC_subj05,0.7691161547958997
942,aec,2-theta,FC_subj10,FC_subj05,0.7041691728511834
943,plv,2-theta,FC_subj10,FC_subj05,0.7837206604568211
944,aec,3-alfa,FC_subj10,FC_subj05,0.6989004187635015
945,plv,3-alfa,FC_subj10,FC_subj05,0.7781356475010519
946,aec,4-beta,FC_subj10,FC_subj05,0.5784137140969549
947,plv,4-beta,FC_subj10,FC_subj05,0.7943066234265865
948,aec,5-gamma,FC_subj10,FC_subj05,0.6923831138296288
949,plv,5-gamma,FC_subj10,FC_subj05,0.7910468252451088
950,aec,1-delta,FC_subj10,FC_subj06,0.6256761965935881
951,plv,1-delta,FC_subj10,FC_subj06,0.7237741571068903
952,aec,2-theta,FC_subj10,FC_subj06,0.6544807987337344
953,plv,2-theta,FC_subj10,FC_subj06,0.7489856536801383
954,aec,3-alfa,FC_subj10,FC_subj06,0.5370912459218605
955,plv,3-alfa,FC_subj10,FC_subj06,0.7484569449912871
956,aec,4-beta,FC_subj10,FC_subj06,0.6303302069175759
957,plv,4-beta,FC_subj10,FC_subj06,0.7538855801186686
958,aec,5-gamma,FC_subj10,FC_subj06,0.6522542331423796
959,plv,5-gamma,FC_subj10,FC_subj06,0.7289473637435612
960,aec,1-delta,FC_subj10,FC_subj07,0.7238009070432029
961,plv,1-delta,FC_subj10,FC_subj07,0.8042297829346973
962,aec,2-theta,FC_subj10,FC_subj07,0.7348874794986588
963,plv,2-theta,FC_subj10,FC_subj07,0.8219262147164197
964,aec,3-alfa,FC_subj10,FC_subj07,0.6781322098372314
965,plv,3-alfa,FC_subj10,FC_subj07,0.8246860669479104
966,aec,4-beta,FC_subj10,FC_subj07,0.6855731159589531
967,plv,4-beta,FC_subj10,FC_subj07,0.8346441060383574
968,aec,5-gamma,FC_subj10,FC_subj07,0.7334106813236085
969,plv,5-gamma,FC_subj10,FC_subj07,0.8214707845435762
970,aec,1-delta,FC_subj10,FC_subj08,0.6163597569225392
971,plv,1-delta,FC_subj10,FC_subj08,0.7030862631735099
972,aec,2-theta,FC_subj10,FC_subj08,0.6206096969552766
973,plv,2-theta,FC_subj10,FC_subj08,0.7107909891403404
974,aec,3-alfa,FC_subj10,FC_subj08,0.6004790823497381
975,plv,3-alfa,FC_subj10,FC_subj08,0.716390738162401
976,aec,4-beta,FC_subj10,FC_subj08,0.639740872546868
977,plv,4-beta,FC_subj10,FC_subj08,0.7203578693439482
978,aec,5-gamma,FC_subj10,FC_subj08,0.6756233377560508
979,plv,5-gamma,FC_subj10,FC_subj08,0.7192893280073503
980,aec,1-delta,FC_subj10,FC_subj09,0.6347682084386543
981,plv,1-delta,FC_subj10,FC_subj09,0.7557734519221192
982,aec,2-theta,FC_subj10,FC_subj09,0.699625296755457
983,plv,2-theta,FC_subj10,FC_subj09,0.764541292604241
984,aec,3-alfa,FC_subj10,FC_subj09,0.6583476964794738
985,plv,3-alfa,FC_subj10,FC_subj09,0.7320764798273367
986,aec,4-beta,FC_subj10,FC_subj09,0.6701228008351775
987,plv,4-beta,FC_subj10,FC_subj09,0.7529033963536419
988,aec,5-gamma,FC_subj10,FC_subj09,0.7080356230664518
989,plv,5-gamma,FC_subj10,FC_subj09,0.7419200620507206
990,aec,1-delta,FC_subj10,FC_subj10,1.0
991,plv,1-delta,FC_subj10,FC_subj10,1.0
992,aec,2-theta,FC_subj10,FC_subj10,1.0
993,plv,2-theta,FC_subj10,FC_subj10,1.0
994,aec,3-alfa,FC_subj10,FC_subj10,0.9999999999999998
995,plv,3-alfa,FC_subj10,FC_subj10,1.0
996,aec,4-beta,FC_subj10,FC_subj10,1.0
997,plv,4-beta,FC_subj10,FC_subj10,1.0
998,aec,5-gamma,FC_subj10,FC_subj10,0.9999999999999998
999,plv,5-gamma,FC_subj10,FC_subj10,0.9999999999999998
