G,speed,mS_peak,mS_module,allSignals
5.5,6,7.2,90.2507878218672,"(array([[7.2],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [9. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [9. ],
       [9. ],
       [9. ],
       [8.8],
       [9. ],
       [8.8],
       [9. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [9. ],
       [8.8],
       [8.8],
       [8. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.4],
       [8. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.4],
       [8.8],
       [8.8],
       [7.2],
       [8. ],
       [8. ],
       [8. ],
       [8. ]]), array([[ 90.25078782],
       [287.0073927 ],
       [248.37485494],
       [234.82387911],
       [381.12087095],
       [390.23305456],
       [332.05060132],
       [417.9490193 ],
       [244.49964581],
       [368.63369222],
       [307.35536652],
       [335.19460387],
       [247.39940885],
       [404.74108191],
       [286.80598156],
       [302.64273217],
       [220.46237728],
       [466.30922331],
       [249.61406231],
       [405.89266766],
       [345.57691642],
       [411.2273092 ],
       [233.66258154],
       [230.93360205],
       [230.49328123],
       [285.01101661],
       [259.28099693],
       [233.12496472],
       [250.51343394],
       [184.04685613],
       [234.81291358],
       [208.35668106],
       [112.71743515],
       [235.53889023],
       [301.22101379],
       [214.36638205],
       [271.30659868],
       [347.27276556],
       [196.98670754],
       [327.26263837],
       [345.66538984],
       [257.40705327],
       [246.31207358],
       [285.19444131],
       [245.19287027],
       [334.23763775],
       [387.79994562],
       [203.81261011],
       [276.31023128],
       [169.47180164],
       [407.37922406],
       [323.61461819],
       [428.140915  ],
       [355.96139693],
       [398.91286165],
       [254.32858022],
       [202.66578154],
       [278.07780359],
       [247.38417893],
       [220.22331262],
       [219.94550672],
       [184.94906369],
       [132.67842869],
       [281.24284506],
       [289.81214583],
       [162.27073513],
       [330.544498  ]]))"
5.5,9,8.0,382.7123616985232,"(array([[8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [0.6],
       [8. ]]), array([[382.7123617 ],
       [409.93327639],
       [419.45078694],
       [418.64768151],
       [483.5670018 ],
       [335.85021628],
       [384.46856471],
       [468.0464654 ],
       [449.42939445],
       [442.30308366],
       [453.20015275],
       [453.58450029],
       [369.98217548],
       [499.17929117],
       [386.70581863],
       [428.54714002],
       [428.31512519],
       [507.08309457],
       [391.28181958],
       [385.44527618],
       [374.4999212 ],
       [497.93714425],
       [447.88934654],
       [436.59627544],
       [441.72389665],
       [453.83702537],
       [399.47529988],
       [390.44283069],
       [425.78733066],
       [454.88946814],
       [417.30404092],
       [445.27714072],
       [ 66.58452902],
       [399.56798158],
       [468.98559247],
       [423.3965025 ],
       [443.689861  ],
       [494.25492341],
       [192.37498378],
       [424.45787573],
       [527.69623156],
       [483.59124672],
       [502.89935858],
       [462.39964546],
       [486.12791139],
       [426.43893937],
       [527.47996113],
       [404.20196993],
       [487.82495542],
       [431.12831327],
       [530.06267353],
       [433.93848837],
       [449.6509933 ],
       [420.67960015],
       [527.5424949 ],
       [463.06948364],
       [443.38560695],
       [458.54344284],
       [445.26323148],
       [406.44893975],
       [412.47925304],
       [426.82752495],
       [456.34037989],
       [464.30737695],
       [474.80863694],
       [605.95975405],
       [468.83344615]]))"
5.75,3,8.8,25.600535577964305,"(array([[ 8.8],
       [10.6],
       [11. ],
       [ 9. ],
       [10. ],
       [ 9. ],
       [ 9. ],
       [11. ],
       [12.2],
       [11. ],
       [10.6],
       [12.6],
       [ 9. ],
       [ 8.8],
       [ 9. ],
       [10. ],
       [11.4],
       [ 9.2],
       [11. ],
       [ 9. ],
       [ 9. ],
       [ 9.8],
       [18.4],
       [11. ],
       [18.4],
       [ 8.8],
       [12.4],
       [ 9. ],
       [ 9. ],
       [11.4],
       [14. ],
       [14. ],
       [ 0.8],
       [ 9.2],
       [11.8],
       [11. ],
       [ 9. ],
       [ 9.4],
       [ 8.6],
       [ 9. ],
       [ 8.8],
       [18.4],
       [11.8],
       [11.6],
       [ 8.8],
       [10. ],
       [ 8.8],
       [11. ],
       [17. ],
       [11.4],
       [ 8.6],
       [ 9. ],
       [ 0.6],
       [ 9. ],
       [ 9.4],
       [18.4],
       [12.6],
       [18.4],
       [10. ],
       [11. ],
       [ 9. ],
       [11. ],
       [18.4],
       [17. ],
       [18.4],
       [ 0.6],
       [ 8.8]]), array([[ 25.60053558],
       [205.34448833],
       [168.02937257],
       [206.49627211],
       [182.3382691 ],
       [ 77.04012831],
       [445.0333803 ],
       [153.61186496],
       [100.57753459],
       [142.46681707],
       [186.41455561],
       [132.60944592],
       [370.245078  ],
       [209.92505858],
       [208.75739597],
       [115.96794037],
       [279.79451515],
       [351.9745021 ],
       [150.62227193],
       [456.57057557],
       [261.78834365],
       [193.46992751],
       [203.46744303],
       [117.11272068],
       [211.73562339],
       [130.37999125],
       [173.89974181],
       [262.67463469],
       [153.27884167],
       [ 99.53412116],
       [ 80.26840627],
       [ 96.28373637],
       [449.58667567],
       [307.74926354],
       [218.39357562],
       [242.67112723],
       [209.17653157],
       [192.74517136],
       [562.80596455],
       [292.4099671 ],
       [189.64085348],
       [199.26291831],
       [198.08702427],
       [171.947317  ],
       [124.84886825],
       [267.37730765],
       [210.30051468],
       [182.90964744],
       [198.37192779],
       [325.26767012],
       [361.90945803],
       [255.57280827],
       [268.40589357],
       [285.01868201],
       [226.06045608],
       [374.69869807],
       [206.07255772],
       [320.73150575],
       [ 87.1350722 ],
       [203.76237162],
       [252.59501266],
       [137.86916318],
       [205.3192009 ],
       [140.50634569],
       [180.96387381],
       [641.68826843],
       [339.1161377 ]]))"
5.75,6,7.2,81.9466104235953,"(array([[7.2],
       [8. ],
       [8.2],
       [9. ],
       [8.6],
       [8.6],
       [9. ],
       [8.6],
       [8. ],
       [8.6],
       [8.8],
       [8.6],
       [9. ],
       [8.6],
       [8.8],
       [8. ],
       [9.6],
       [8.6],
       [9. ],
       [9. ],
       [9. ],
       [8.6],
       [8. ],
       [9.6],
       [8. ],
       [8.8],
       [8.8],
       [9. ],
       [8.8],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8.2],
       [8.2],
       [8.6],
       [8. ],
       [9. ],
       [8.6],
       [8. ],
       [8. ],
       [9.2],
       [8.6],
       [8.2],
       [8.6],
       [8.2],
       [8. ],
       [9.6],
       [8.6],
       [8.2],
       [8.2],
       [8.2],
       [8.6],
       [8. ],
       [9.6],
       [8.2],
       [8.8],
       [8.8],
       [8.2],
       [8.2],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8. ]]), array([[ 81.94661042],
       [405.17034604],
       [161.14325061],
       [244.94978477],
       [293.47000258],
       [472.91659882],
       [402.40446534],
       [344.49858674],
       [326.21272149],
       [233.29772699],
       [205.25913292],
       [250.15802853],
       [334.03158859],
       [355.40175913],
       [240.60261236],
       [343.30283939],
       [198.73717381],
       [454.42897454],
       [264.28702401],
       [419.38282319],
       [351.10987513],
       [339.64944353],
       [316.86924606],
       [182.99687303],
       [260.64086449],
       [200.13494867],
       [217.37420887],
       [246.69758799],
       [164.65949181],
       [211.6879325 ],
       [368.34454927],
       [375.06649529],
       [ 38.42946143],
       [373.61673924],
       [363.28259886],
       [161.06215087],
       [274.92398385],
       [345.83551471],
       [ 36.51240398],
       [261.48531562],
       [320.54064469],
       [308.05362031],
       [313.50934462],
       [226.02521286],
       [242.69928263],
       [267.24987046],
       [378.27253779],
       [171.24411329],
       [352.17240514],
       [184.31778905],
       [234.34166782],
       [267.74530651],
       [349.91810636],
       [270.62093156],
       [398.80398332],
       [259.61968321],
       [198.71926052],
       [261.73818505],
       [204.08675224],
       [176.22292368],
       [249.75189965],
       [193.16538211],
       [181.23034674],
       [348.00872794],
       [345.43299441],
       [444.74928693],
       [457.19280255]]))"
5.75,9,8.0,382.158004421249,"(array([[8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.],
       [8.]]), array([[382.15800442],
       [554.11603615],
       [534.94894925],
       [580.81097039],
       [449.93112884],
       [396.66281869],
       [728.29903023],
       [461.61827018],
       [556.81341391],
       [475.60667207],
       [465.21899034],
       [462.32267107],
       [539.7264989 ],
       [448.24873465],
       [522.87477484],
       [540.50378612],
       [531.9858446 ],
       [471.98835831],
       [560.09133077],
       [621.10901502],
       [551.54230919],
       [441.25466395],
       [581.96696399],
       [530.3690421 ],
       [586.466191  ],
       [481.27096916],
       [523.74861266],
       [558.76340512],
       [558.61666554],
       [516.99180177],
       [571.09070269],
       [587.62510459],
       [417.94137549],
       [580.92161154],
       [510.04884818],
       [526.70450514],
       [522.35403944],
       [399.71575081],
       [466.85135165],
       [501.10088905],
       [468.8975859 ],
       [501.91435455],
       [478.7462609 ],
       [458.45195719],
       [436.13547399],
       [420.41097015],
       [438.35651334],
       [479.9347431 ],
       [503.0058962 ],
       [505.59931725],
       [457.85117447],
       [493.54949567],
       [408.90913702],
       [447.70881953],
       [418.61648514],
       [517.07969053],
       [526.7708816 ],
       [530.85646492],
       [446.71272969],
       [511.83530998],
       [458.85403164],
       [520.15267163],
       [469.25529501],
       [493.39611982],
       [516.7623214 ],
       [540.35085463],
       [598.80005385]]))"
6.0,3,9.6,27.431361427365843,"(array([[ 9.6],
       [ 9.6],
       [10.8],
       [ 9.2],
       [ 9.6],
       [ 9. ],
       [ 9.4],
       [ 9. ],
       [12.6],
       [12.6],
       [ 9.6],
       [ 9.6],
       [ 9.2],
       [ 9.6],
       [10.8],
       [ 9.6],
       [10.8],
       [ 9. ],
       [10.8],
       [ 9.2],
       [10.8],
       [ 9.6],
       [18.6],
       [12. ],
       [18.6],
       [ 9.6],
       [10.8],
       [ 9.2],
       [10.8],
       [ 9.6],
       [ 9.6],
       [ 9.6],
       [ 9. ],
       [ 9.6],
       [ 9.6],
       [12.4],
       [18.6],
       [ 9.6],
       [ 8.4],
       [ 0.6],
       [ 9.6],
       [18.6],
       [ 9.6],
       [11.4],
       [ 9.6],
       [ 0.8],
       [ 9.6],
       [10.8],
       [ 9.6],
       [11.4],
       [ 9.6],
       [10.8],
       [ 0.6],
       [10.8],
       [ 9.6],
       [18.6],
       [13.4],
       [18.6],
       [ 9.6],
       [11. ],
       [ 9. ],
       [10.8],
       [18.6],
       [ 9.6],
       [18.6],
       [ 8.4],
       [ 9. ]]), array([[ 27.43136143],
       [229.17331583],
       [247.42715557],
       [116.63846828],
       [387.78989592],
       [506.1876323 ],
       [284.69023914],
       [172.33545864],
       [109.8015248 ],
       [157.45617846],
       [177.76371058],
       [135.51118206],
       [212.27460321],
       [267.06951095],
       [250.59228557],
       [136.6494629 ],
       [232.29933097],
       [436.45840709],
       [265.46348989],
       [295.10525989],
       [384.06314135],
       [387.62855159],
       [185.84403906],
       [170.92252029],
       [175.45806286],
       [254.98920967],
       [241.94396777],
       [143.70786908],
       [165.10995093],
       [135.87033586],
       [166.56680467],
       [121.50727338],
       [ 34.41432279],
       [164.89454704],
       [231.7386957 ],
       [187.13841107],
       [136.85290391],
       [348.23841754],
       [ 85.29543204],
       [141.62172521],
       [359.04165839],
       [131.09665407],
       [207.6675378 ],
       [202.91241707],
       [217.66154884],
       [408.41800203],
       [344.62427252],
       [189.48193477],
       [185.34068285],
       [257.91403472],
       [240.40550008],
       [161.87059815],
       [584.81990478],
       [279.3411223 ],
       [452.50130538],
       [300.60093871],
       [223.38628161],
       [276.7864733 ],
       [117.90653464],
       [169.2437728 ],
       [140.5355592 ],
       [151.38538851],
       [150.93389116],
       [139.70762915],
       [139.31705314],
       [359.22770225],
       [536.8637065 ]]))"
6.0,6,7.0,159.6010057018223,"(array([[7. ],
       [8.8],
       [7. ],
       [7. ],
       [8.8],
       [8.8],
       [9. ],
       [8.8],
       [7. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [7. ],
       [7. ],
       [0.6],
       [7. ],
       [8.8],
       [9. ],
       [8.8],
       [7. ],
       [8.8],
       [7. ],
       [8.8],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.8],
       [7. ],
       [8.8],
       [7. ],
       [8.6],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.2],
       [8.2],
       [8.8],
       [8.6],
       [9. ],
       [8.8],
       [8.4],
       [8.8],
       [8.8],
       [8.8],
       [8.6],
       [9. ],
       [9. ],
       [8.8],
       [8.2],
       [8.8],
       [9. ],
       [8.8],
       [9.4],
       [8.6],
       [7. ],
       [7. ],
       [8.8],
       [8.2],
       [8.2],
       [8.2]]), array([[159.6010057 ],
       [247.10354326],
       [228.3888802 ],
       [281.08759257],
       [347.03051255],
       [439.9835301 ],
       [254.20275942],
       [285.58962156],
       [291.64833209],
       [200.00959144],
       [278.82221187],
       [236.91885097],
       [266.79667191],
       [350.71575421],
       [189.93068597],
       [240.42451196],
       [188.76508366],
       [526.98371701],
       [227.49924598],
       [274.9198057 ],
       [232.88536814],
       [367.83142155],
       [312.94562006],
       [202.22825085],
       [311.87416997],
       [263.93819227],
       [193.45648781],
       [234.42624973],
       [277.30357605],
       [282.47575695],
       [238.62602606],
       [297.51545929],
       [384.49354544],
       [364.11049904],
       [278.03183688],
       [197.83542159],
       [215.20714326],
       [339.54149185],
       [ 42.0159082 ],
       [250.57027559],
       [232.88257289],
       [232.98387254],
       [232.64367626],
       [295.47909782],
       [193.26973591],
       [275.85009218],
       [353.70093362],
       [177.07150143],
       [244.99733201],
       [189.54124284],
       [352.56757174],
       [222.65592033],
       [358.19103928],
       [274.05826849],
       [372.9450777 ],
       [208.66288369],
       [225.4163108 ],
       [201.65255065],
       [264.21200164],
       [185.09917042],
       [189.12679093],
       [241.27796267],
       [220.13053434],
       [236.32037734],
       [241.78518193],
       [115.34624291],
       [262.77672792]]))"
6.0,9,7.8,358.7948075063607,"(array([[7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [0.6],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.2],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [0.6],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.2],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8]]), array([[358.79480751],
       [488.3507959 ],
       [467.9568761 ],
       [485.22253583],
       [389.52840336],
       [409.49414837],
       [360.09522298],
       [392.37208558],
       [493.53872756],
       [417.03486123],
       [408.8244996 ],
       [414.62641041],
       [384.47730471],
       [382.585489  ],
       [400.05569553],
       [477.45137167],
       [473.85895113],
       [368.77285046],
       [454.68865651],
       [375.85191478],
       [403.78629002],
       [379.88967265],
       [511.45220718],
       [474.46492002],
       [508.3463673 ],
       [434.71494534],
       [436.86627754],
       [440.52592653],
       [475.18804939],
       [467.12181898],
       [490.30064372],
       [514.76937714],
       [ 82.2775965 ],
       [508.17374387],
       [447.71738414],
       [466.47044745],
       [474.90724372],
       [341.0890564 ],
       [422.0375365 ],
       [388.26294835],
       [350.21894893],
       [451.81134912],
       [371.48851944],
       [407.71316506],
       [363.35992684],
       [405.88861739],
       [355.73406265],
       [368.41488192],
       [440.1691793 ],
       [460.9022588 ],
       [383.95514817],
       [453.94516485],
       [385.05528968],
       [424.24725376],
       [337.80993242],
       [472.89640482],
       [474.7193707 ],
       [483.85873761],
       [414.41332012],
       [439.13508081],
       [425.18254325],
       [462.22165696],
       [435.09555604],
       [441.58197275],
       [466.53547571],
       [342.25368652],
       [483.85448477]]))"
6.25,3,8.6,74.59434382338814,"(array([[ 8.6],
       [11. ],
       [11. ],
       [11. ],
       [ 8.6],
       [ 8.8],
       [11. ],
       [11.6],
       [11.6],
       [11.6],
       [11.6],
       [11.6],
       [ 9.4],
       [ 8.6],
       [11. ],
       [11.6],
       [11. ],
       [ 8.8],
       [11. ],
       [ 9.4],
       [11. ],
       [ 8.6],
       [19. ],
       [11. ],
       [19. ],
       [ 8.6],
       [11. ],
       [11. ],
       [11. ],
       [11.6],
       [16.2],
       [11.6],
       [ 8.8],
       [ 9.2],
       [12.6],
       [11. ],
       [19. ],
       [ 8.6],
       [ 8.6],
       [11. ],
       [ 8.6],
       [19. ],
       [ 8.6],
       [ 8.6],
       [ 8.6],
       [ 9.6],
       [ 8.6],
       [11. ],
       [17.4],
       [11.6],
       [ 8.6],
       [11. ],
       [ 9.2],
       [11. ],
       [ 8.6],
       [19. ],
       [13.4],
       [19. ],
       [ 8.6],
       [11. ],
       [19. ],
       [11. ],
       [19. ],
       [19. ],
       [19. ],
       [ 8.6],
       [ 8.6]]), array([[ 74.59434382],
       [166.69107502],
       [348.36211645],
       [118.65847253],
       [224.71618514],
       [495.92865235],
       [305.33941534],
       [243.87051632],
       [182.93712904],
       [279.24784542],
       [201.52692726],
       [196.10856311],
       [188.86427476],
       [309.16234436],
       [452.52377516],
       [120.83401055],
       [357.94288638],
       [373.85519503],
       [363.26019722],
       [348.9926439 ],
       [414.68038076],
       [285.8955397 ],
       [174.13261096],
       [280.84362719],
       [177.17827464],
       [177.33485164],
       [247.38522296],
       [159.17201815],
       [259.35968743],
       [154.66996187],
       [115.94421483],
       [125.14330732],
       [496.96268273],
       [322.71275648],
       [120.69891312],
       [340.18446416],
       [213.78325202],
       [228.50782684],
       [625.78772755],
       [150.72716014],
       [364.47179885],
       [171.01548577],
       [186.6417113 ],
       [180.31304722],
       [235.37608867],
       [243.82544652],
       [348.95375829],
       [338.34648736],
       [159.7004559 ],
       [301.55571766],
       [551.13933175],
       [270.65578734],
       [280.16053565],
       [411.30363743],
       [302.01057615],
       [376.21146242],
       [144.59141168],
       [338.62508109],
       [149.73843926],
       [284.37815753],
       [149.24594233],
       [266.01542578],
       [190.28218795],
       [128.15425304],
       [179.25670855],
       [532.08265663],
       [454.57605963]]))"
6.25,6,7.0,95.3279429176106,"(array([[7. ],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [9.2],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [9.2],
       [8.6],
       [9.2],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [0.6],
       [8.8],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.4],
       [8.6],
       [6.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.8],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [9. ],
       [8.6],
       [8.8],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [9. ],
       [9. ],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.8],
       [8.6],
       [6.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6]]), array([[ 95.32794292],
       [401.98395146],
       [245.51902041],
       [185.07557882],
       [435.43209751],
       [598.86129239],
       [441.7223659 ],
       [457.40152582],
       [248.61167082],
       [352.08489415],
       [357.80998233],
       [329.08942259],
       [295.04974592],
       [464.67466361],
       [269.22637887],
       [319.76554984],
       [254.75140135],
       [536.49260853],
       [187.44935853],
       [483.99988259],
       [204.98121508],
       [467.28798886],
       [194.25455798],
       [296.01071904],
       [188.0474841 ],
       [328.08023762],
       [169.35889809],
       [141.72252084],
       [187.77031668],
       [171.83957058],
       [344.81051132],
       [298.23321218],
       [184.29755639],
       [414.92590589],
       [406.99315971],
       [247.13395751],
       [214.8585004 ],
       [409.90699644],
       [483.1942746 ],
       [361.5388276 ],
       [312.24743055],
       [239.56879417],
       [240.8324848 ],
       [363.66703393],
       [226.59877981],
       [267.48245649],
       [428.08403223],
       [181.85788696],
       [349.95671833],
       [242.06973601],
       [425.5105423 ],
       [237.10865661],
       [345.10777976],
       [279.80738167],
       [446.15859641],
       [196.40569429],
       [293.98295328],
       [205.67884618],
       [321.98880735],
       [183.53335848],
       [189.25314243],
       [197.60189678],
       [143.17085403],
       [386.66695355],
       [333.40657758],
       [436.40641129],
       [560.32677702]]))"
6.25,9,7.8,399.49416908958796,"(array([[7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [0.6],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [0.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [0.6],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.2],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.2],
       [7.8]]), array([[399.49416909],
       [542.20985677],
       [501.25273059],
       [540.07118839],
       [437.89017377],
       [538.92966839],
       [435.13492213],
       [441.15600869],
       [548.2355568 ],
       [465.4114507 ],
       [448.27333489],
       [460.44308722],
       [467.0797572 ],
       [431.82707066],
       [471.18824591],
       [533.90654669],
       [496.26102267],
       [428.12756605],
       [514.88661204],
       [465.32787495],
       [482.69957733],
       [425.14542195],
       [559.99049288],
       [499.50890212],
       [557.44735377],
       [476.7065196 ],
       [488.03759184],
       [503.85295534],
       [526.84475241],
       [513.25444697],
       [552.24680238],
       [572.38306078],
       [421.34941732],
       [558.51928306],
       [444.29738261],
       [493.49361645],
       [499.2138609 ],
       [395.4152656 ],
       [466.34267142],
       [437.76234066],
       [390.96867227],
       [470.24520621],
       [411.10835468],
       [452.49129751],
       [407.33002439],
       [371.19873176],
       [408.38768252],
       [463.15727598],
       [446.37189197],
       [480.09685579],
       [398.92898449],
       [456.03895343],
       [341.5326167 ],
       [403.93760689],
       [393.77536903],
       [489.43777305],
       [498.85740753],
       [504.00440766],
       [454.60558912],
       [482.97861424],
       [455.52559421],
       [506.30332372],
       [465.89169139],
       [441.81769656],
       [472.18202072],
       [401.84931329],
       [448.61616534]]))"
6.5,3,9.4,43.73339477738484,"(array([[ 9.4],
       [11.2],
       [11. ],
       [ 9.2],
       [ 9.4],
       [ 9.4],
       [ 9.2],
       [11.6],
       [11.6],
       [11.6],
       [11.8],
       [14. ],
       [ 9.2],
       [ 9.4],
       [11. ],
       [11.8],
       [11. ],
       [ 0.6],
       [11. ],
       [ 9.2],
       [11. ],
       [ 9.4],
       [19. ],
       [11. ],
       [19. ],
       [ 9.4],
       [12.2],
       [ 9.2],
       [11. ],
       [ 9.4],
       [16.2],
       [19. ],
       [ 9.8],
       [ 9.4],
       [12.2],
       [11. ],
       [19. ],
       [ 9.4],
       [ 0.6],
       [ 9.8],
       [ 9.4],
       [19. ],
       [ 9.4],
       [12. ],
       [ 9.4],
       [ 9.8],
       [ 9.4],
       [11. ],
       [ 9.4],
       [11.6],
       [ 9.4],
       [11. ],
       [ 9.8],
       [11. ],
       [ 9.4],
       [19. ],
       [11. ],
       [19. ],
       [ 9.4],
       [11. ],
       [19. ],
       [11. ],
       [19. ],
       [18.2],
       [19. ],
       [ 8.6],
       [ 9. ]]), array([[ 43.73339478],
       [281.93183502],
       [261.4799191 ],
       [ 95.47214893],
       [257.80369433],
       [211.00879164],
       [251.46295706],
       [148.4121666 ],
       [102.48392652],
       [197.05368839],
       [172.50586542],
       [112.34161032],
       [212.97989675],
       [180.56305509],
       [224.83118061],
       [ 92.99593372],
       [280.39382358],
       [496.21381497],
       [290.14898694],
       [343.96585103],
       [398.19082943],
       [242.53476811],
       [186.22309566],
       [213.71096478],
       [187.64239174],
       [190.43251335],
       [177.72664039],
       [133.82954074],
       [205.41627611],
       [127.54673079],
       [109.57941305],
       [112.61228836],
       [ 20.84596947],
       [499.40734197],
       [205.61361567],
       [315.14908905],
       [172.59469498],
       [274.61399276],
       [159.70529712],
       [446.01143725],
       [321.12296256],
       [153.61047424],
       [182.18126218],
       [194.26430266],
       [202.73639493],
       [230.97376641],
       [361.68925233],
       [271.83356732],
       [155.4099612 ],
       [280.31900836],
       [253.51813456],
       [213.24999394],
       [411.80443132],
       [325.921297  ],
       [390.99308399],
       [306.91874252],
       [157.46517105],
       [275.37911125],
       [113.74850981],
       [298.75425446],
       [116.26318413],
       [217.41375108],
       [161.69326855],
       [131.38476614],
       [150.28693654],
       [479.19279155],
       [492.69139294]]))"
